指数代码	指数简称	指数全称	发布日期	退市日期	指数行情	指数权重	指数成分
H30057.XSHG	AMAC矿物	AMAC非金属指数	2013-01-21	0000-00-00	有	有	有
H30058.XSHG	AMAC钢铁	AMAC黑色金属指数	2013-01-21	0000-00-00	有	有	有
H30059.XSHG	AMAC有色	AMAC有色金属指数	2013-01-21	0000-00-00	有	有	有
H30060.XSHG	AMAC金属	AMAC金属制品指数	2013-01-21	0000-00-00	有	有	有
H30061.XSHG	AMAC通用	AMAC通用设备指数	2013-01-21	0000-00-00	有	有	有
H30062.XSHG	AMAC专用	AMAC专用设备指数	2013-01-21	0000-00-00	有	有	有
H30063.XSHG	AMAC汽车	AMAC汽车制造指数	2013-01-21	0000-00-00	有	有	有
H30064.XSHG	AMAC运输	AMAC运输设备指数	2013-01-21	0000-00-00	有	有	有
H30065.XSHG	AMAC电气	AMAC电气机械指数	2013-01-21	0000-00-00	有	有	有
H30066.XSHG	AMAC电子	AMAC电子设备指数	2013-01-21	0000-00-00	有	有	有
H30067.XSHG	AMAC仪表	AMAC仪器仪表指数	2013-01-21	0000-00-00	有	有	有
H30068.XSHG	中证文化	中证文化产业指数	2013-03-26	0000-00-00	有	有	有
H30069.XSHG	农产CFI	中证农产品期货成份指数	2013-02-21	0000-00-00	NA	NA	NA
H30070.XSHG	工金CFI	中证工业金属期货成份指数	2013-02-21	0000-00-00	NA	NA	NA
H30071.XSHG	能化CFI	中证能源化工期货成份指数	2013-02-21	0000-00-00	NA	NA	NA
H30072.XSHG	贵金CFI	中证贵金属期货成份指数	2013-02-21	0000-00-00	NA	NA	NA
H30073.XSHG	红利回报	中证红利回报指数	2013-03-27	0000-00-00	NA	有	有
H30074.XSHG	中证服务	中证服务业指数	2013-03-26	0000-00-00	NA	有	有
H30075.XSHG	300期指	沪深300指数期货指数	2013-04-03	0000-00-00	NA	NA	NA
H30076.XSHG	期指两倍	沪深300指数期货两倍杠杆指数	2013-04-03	0000-00-00	NA	NA	NA
H30077.XSHG	期指反向	沪深300指数期货反向指数	2013-04-03	0000-00-00	NA	NA	NA
H30078.XSHG	期指反两	沪深300指数期货反向两倍杠杆指数	2013-04-03	0000-00-00	NA	NA	NA
H30079.XSHG	300信服	沪深300信息服务指数	2013-05-09	0000-00-00	NA	有	有
H30080.XSHG	300消服	沪深300消费品与服务指数	2013-05-09	0000-00-00	NA	有	有
H30081.XSHG	300公运	沪深300公用事业与运输指数	2013-05-09	0000-00-00	NA	有	有
H30082.XSHG	300两倍	沪深300两倍杠杆指数	2013-04-03	0000-00-00	NA	NA	NA
H30083.XSHG	300反向	沪深300反向指数	2013-04-03	0000-00-00	NA	NA	NA
H30084.XSHG	300反两	沪深300反向两倍杠杆指数	2013-04-03	0000-00-00	NA	NA	NA
H30085.XSHG	一财理财(三个月内)	中证-第一财经银行理财产品指数(三个月内)	2013-07-05	0000-00-00	NA	NA	NA
H30086.XSHG	800金融	中证800金融指数	2013-05-09	0000-00-00	有	有	有
H30087.XSHG	500动态	中证500动态指数	2013-05-09	0000-00-00	NA	有	有
H30088.XSHG	500稳定	中证500稳定指数	2013-05-09	0000-00-00	NA	有	有
H30089.XSHG	红利潜力	中证红利潜力指数	2013-07-02	0000-00-00	有	有	有
H30090.XSHG	能源红利	中证能源红利指数	2013-07-02	0000-00-00	NA	有	有
H30091.XSHG	材料红利	中证原材料红利指数	2013-07-02	0000-00-00	NA	有	有
H30092.XSHG	工业红利	中证工业红利指数	2013-07-02	0000-00-00	NA	有	有
H30093.XSHG	可选红利	中证可选消费红利指数	2013-07-02	0000-00-00	NA	有	有
H30094.XSHG	消费红利	中证主要消费红利指数	2013-07-02	0000-00-00	有	有	有
H30095.XSHG	医药红利	中证医药卫生红利指数	2013-07-02	0000-00-00	NA	有	有
H30096.XSHG	金融红利	中证金融地产红利指数	2013-07-02	0000-00-00	NA	有	有
H30097.XSHG	信息红利	中证信息技术红利指数	2013-07-02	0000-00-00	NA	有	有
H30098.XSHG	电信红利	中证电信业务红利指数	2013-07-02	0000-00-00	NA	有	有
H30099.XSHG	公用红利	中证公用事业红利指数	2013-07-02	0000-00-00	NA	有	有
H30100.XSHG	H300上游(港币)	中证香港300上游指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30101.XSHG	H300中游(港币)	中证香港300中游指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30102.XSHG	H300下游(港币)	中证香港300下游指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30103.XSHG	H300周期(港币)	中证香港300周期指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30104.XSHG	H300非周期(港币)	中证香港300非周期指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30105.XSHG	H300地产(港币)	中证香港300地产指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30106.XSHG	H300金融服务(港币)	中证香港300金融服务指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30107.XSHG	H300现代服务(港币)	中证香港300现代服务指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30109.XSHG	H300消费(港币)	中证香港300消费指数(港币)	2013-05-21	0000-00-00	NA	NA	NA
H30110.XSHG	H300上游(人民币)	中证香港300上游指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30111.XSHG	H300中游(人民币)	中证香港300中游指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30112.XSHG	H300下游(人民币)	中证香港300下游指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30113.XSHG	H300周期(人民币)	中证香港300周期指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30114.XSHG	H300非周期(人民币)	中证香港300非周期指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30115.XSHG	H300地产(人民币)	中证香港300地产指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30116.XSHG	H300金融服务(人民币)	中证香港300金融服务指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30117.XSHG	H300现代服务(人民币)	中证香港300现代服务指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30119.XSHG	H300消费(人民币)	中证香港300消费指数(人民币)	2013-05-21	0000-00-00	NA	NA	NA
H30120.XSHG	财通商品	中证-财通-永安商品期货综合指数	2013-12-20	2017-08-01	NA	NA	NA
H30121.XSHG	财通资源	中证-财通-永安能源及原材料期货指数	2013-12-20	2017-08-01	NA	NA	NA
H30122.XSHG	财通农产	中证-财通-永安农产品期货指数	2013-12-20	2017-08-01	NA	NA	NA
H30123.XSHG	财通贵金	中证-财通-永安贵金属期货指数	2013-12-20	2017-08-01	NA	NA	NA
H30124.XSHG	安中动态	沪深300安中动态策略指数	2013-07-01	0000-00-00	有	有	有
H30125.XSHG	优化成长	中证Axioma300优化高成长指数	2013-07-03	2016-01-04	NA	NA	NA
H30126.XSHG	优化价值	中证Axioma300优化高价值指数	2013-07-03	2016-01-04	NA	NA	NA
H30127.XSHG	优化高贝	中证Axioma300优化高预测Beta指数	2013-07-03	2016-01-04	NA	NA	NA
H30128.XSHG	优化低贝	中证Axioma300优化低预测Beta指数	2013-07-03	2016-01-04	NA	NA	NA
H30129.XSHG	优化高波	中证Axioma300优化高波动指数	2013-07-03	2016-01-04	NA	NA	NA
H30130.XSHG	优化低波	中证Axioma300优化低波动指数	2013-07-03	2016-01-04	NA	NA	NA
H30131.XSHG	中国消费	中证海外中国消费指数	2013-06-05	0000-00-00	NA	NA	NA
H30132.XSHG	中国消费USD	中证海外中国消费美元指数	2013-06-05	0000-00-00	NA	NA	NA
H30133.XSHG	金砖DR	中证金砖国家60DR指数	2013-07-12	0000-00-00	NA	有	有
H30134.XSHG	金砖DRU	中证金砖国家60DR美元指数	2013-07-12	0000-00-00	NA	NA	NA
H30135.XSHG	金砖DR(HK)	中证金砖国家(香港)60DR指数	2013-07-12	0000-00-00	NA	NA	NA
H30136.XSHG	金砖DR(HK)U	中证金砖国家(香港)60DR美元指数	2013-07-12	0000-00-00	NA	NA	NA
H30137.XSHG	中证城镇	中证城镇化指数	2013-08-26	0000-00-00	NA	有	有
H30138.XSHG	智慧城镇	中证智慧城镇指数	2013-08-26	0000-00-00	NA	有	有
H30139.XSHG	绿色城镇	中证绿色城镇指数	2013-08-26	0000-00-00	NA	有	有
H30140.XSHG	城镇交通	中证城镇交通指数	2013-08-26	0000-00-00	NA	有	有
H30141.XSHG	智能交通	中证智能交通指数	2013-08-26	0000-00-00	NA	有	有
H30142.XSHG	城镇消费	中证城镇消费指数	2013-08-26	0000-00-00	NA	有	有
H30143.XSHG	新基建	中证新型基础设施建设主题指数	2013-08-26	0000-00-00	NA	有	有
H30164.XSHG	汽车汽配	中证全指汽车与汽车零配件指数	2013-07-15	0000-00-00	NA	有	有
H30165.XSHG	房地产	中证全指房地产指数	2013-07-15	0000-00-00	有	有	有
H30166.XSHG	机械制造	中证全指机械制造指数	2013-07-15	0000-00-00	NA	有	有
H30168.XSHG	证券公司	中证全指证券公司指数	2013-07-15	2015-05-18	NA	NA	NA
H30169.XSHG	资本品	中证全指资本品指数	2013-07-15	0000-00-00	NA	有	有
H30170.XSHG	商业指数	中证全指商业服务与商业用品指数	2013-07-15	0000-00-00	NA	有	有
H30171.XSHG	运输指数	中证全指运输指数	2013-07-15	0000-00-00	有	有	有
H30172.XSHG	耐用服装	中证全指耐用消费品与服装指数	2013-07-15	0000-00-00	NA	有	有
H30173.XSHG	消费者	中证全指消费者服务指数	2013-07-15	0000-00-00	NA	有	有
H30174.XSHG	媒体指数	中证全指媒体指数	2013-07-15	0000-00-00	NA	有	有
H30175.XSHG	零售指数	中证全指零售业指数	2013-07-15	0000-00-00	NA	有	有
H30176.XSHG	食药零售	中证全指食品与主要用品零售指数	2013-07-15	0000-00-00	NA	有	有
H30177.XSHG	全指食品	中证全指食品饮料指数	2013-07-15	0000-00-00	NA	有	有
H30178.XSHG	医疗保健	中证全指医疗保健设备与服务指数	2013-07-15	0000-00-00	NA	有	有
H30179.XSHG	医药生物	中证全指医药生物指数	2013-07-15	0000-00-00	NA	有	有
H30180.XSHG	中证银行	中证银行指数	2013-07-15	2015-05-18	NA	NA	NA
H30181.XSHG	综合金融	中证全指综合金融指数	2013-07-15	2016-12-12	NA	NA	NA
H30182.XSHG	软件服务	中证全指软件与服务指数	2013-07-15	0000-00-00	NA	有	有
H30183.XSHG	硬件设备	中证全指技术硬件与设备指数	2013-07-15	0000-00-00	NA	有	有
H30184.XSHG	半导体	中证全指半导体产品与设备指数	2013-07-15	0000-00-00	有	有	有
H30186.XSHG	保险指数	中证全指保险指数	2013-07-15	0000-00-00	NA	有	有
H30187.XSHG	化学制品	中证全指化学制品指数	2013-07-15	0000-00-00	NA	有	有
H30188.XSHG	制药指数	中证全指制药指数	2013-07-15	0000-00-00	NA	有	有
H30189.XSHG	电气设备	中证全指电气设备指数	2013-07-15	0000-00-00	NA	有	有
H30190.XSHG	电子仪器	中证全指电子设备与仪器指数	2013-07-15	0000-00-00	NA	有	有
H30191.XSHG	金属采矿	中证全指有色金属指数	2013-07-15	0000-00-00	NA	有	有
H30192.XSHG	食品指数	中证全指包装食品与肉类指数	2013-07-15	0000-00-00	NA	有	有
H30193.XSHG	纺织服装	中证全指纺织服装指数	2013-07-15	0000-00-00	NA	有	有
H30194.XSHG	汽车配件	中证全指汽车零配件指数	2013-07-15	0000-00-00	NA	有	有
H30195.XSHG	建筑工程	中证全指建筑与工程指数	2013-07-15	0000-00-00	NA	有	有
H30196.XSHG	耐用消费	中证全指家庭耐用消费品指数	2013-07-15	0000-00-00	NA	有	有
H30197.XSHG	多元零售	中证全指多元化零售指数	2013-07-15	0000-00-00	NA	有	有
H30198.XSHG	油气燃料	中证全指石油与天然气指数	2013-07-15	0000-00-00	NA	有	有
H30199.XSHG	电力指数	中证全指电力公用事业指数	2013-07-15	0000-00-00	NA	有	有
H30200.XSHG	交通设施	中证全指交通基本设施指数	2013-07-15	0000-00-00	NA	有	有
H30201.XSHG	贸易经销	中证全指贸易公司与经销商指数	2013-07-15	0000-00-00	NA	有	有
H30202.XSHG	软件指数	中证全指软件指数	2013-07-15	0000-00-00	NA	有	有
H30203.XSHG	信息服务	中证全指信息技术服务指数	2013-07-15	0000-00-00	NA	有	有
H30204.XSHG	酒店休闲	中证全指酒店、餐馆与休闲指数	2013-07-15	0000-00-00	NA	有	有
H30205.XSHG	饮料指数	中证全指饮料指数	2013-07-15	0000-00-00	NA	有	有
H30206.XSHG	纸类林业	中证全指纸类与林业产品指数	2013-07-15	0000-00-00	NA	有	有
H30207.XSHG	电脑设备	中证全指电脑与外围设备指数	2013-07-15	0000-00-00	NA	有	有
H30208.XSHG	专营零售	中证全指专营零售指数	2013-07-15	0000-00-00	NA	有	有
H30209.XSHG	建筑产品	中证全指建筑产品指数	2013-07-15	0000-00-00	NA	有	有
H30211.XSHG	资本市场	中证全指资本市场指数	2013-07-15	0000-00-00	NA	有	有
H30212.XSHG	生物科技	中证全指生物科技指数	2013-07-15	0000-00-00	NA	有	有
H30213.XSHG	CS航空航天	中证航空航天指数	2013-07-15	0000-00-00	NA	有	有
H30214.XSHG	能源设备	中证全指能源设备与服务指数	2013-07-15	0000-00-00	NA	有	有
H30215.XSHG	休闲用品	中证全指休闲设备与用品指数	2013-07-15	0000-00-00	NA	有	有
H30216.XSHG	海运指数	中证全指海运指数	2013-07-15	0000-00-00	NA	有	有
H30217.XSHG	医疗器械	中证全指医疗器械指数	2013-07-15	0000-00-00	NA	有	有
H30218.XSHG	水务指数	中证全指水公用事业指数	2013-07-15	0000-00-00	NA	有	有
H30219.XSHG	容器包装	中证全指容器与包装指数	2013-07-15	0000-00-00	NA	有	有
H30220.XSHG	网络软件	中证全指互联网软件与服务指数	2013-07-15	0000-00-00	NA	有	有
H30221.XSHG	复合公用	中证全指复合型公用事业指数	2013-07-15	0000-00-00	NA	有	有
H30222.XSHG	公路铁路	中证全指公路与铁路指数	2013-07-15	0000-00-00	NA	有	有
H30223.XSHG	航空公司	中证全指航空公司指数	2013-07-15	0000-00-00	NA	有	有
H30224.XSHG	粮油CFI	中证粮油期货成份指数	2013-08-15	0000-00-00	NA	NA	NA
H30225.XSHG	有色CFI	中证有色金属期货成份指数	2013-08-15	0000-00-00	NA	NA	NA
H30226.XSHG	化工CFI	中证化工材料期货成份指数	2013-08-15	0000-00-00	NA	NA	NA
H30227.XSHG	工业CFI	中证工业品期货成份指数	2013-08-15	0000-00-00	NA	NA	NA
H30228.XSHG	商品OCFI	中证优化展期商品期货成份指数	2013-08-15	0000-00-00	NA	NA	NA
H30230.XSHG	H300LV(港币)	中证香港300低波动指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30231.XSHG	H300LB(港币)	中证香港300低贝塔指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30232.XSHG	H300HB(港币)	中证香港300高贝塔指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30233.XSHG	H300稳定(港币)	中证香港300稳定指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30234.XSHG	H300动态(港币)	中证香港300动态指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30235.XSHG	H300CNLV(港币)	中证香港300内地低波动指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30236.XSHG	H300CNLB(港币)	中证香港300内地低贝塔指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30237.XSHG	H300CNHB(港币)	中证香港300内地高贝塔指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30238.XSHG	HK100EW(港币)	中证香港100等权重指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30239.XSHG	HKCN50EW(港币)	中证香港内地股等权重指数(港币)	2013-10-15	0000-00-00	NA	NA	NA
H30240.XSHG	H300LV(人民币)	中证香港300低波动指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30241.XSHG	H300LB(人民币)	中证香港300低贝塔指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30242.XSHG	H300HB(人民币)	中证香港300高贝塔指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30243.XSHG	H300稳定(人民币)	中证香港300稳定指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30244.XSHG	H300动态(人民币)	中证香港300动态指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30245.XSHG	H300CNLV(人民币)	中证香港300内地低波动指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30246.XSHG	H300CNLB(人民币)	中证香港300内地低贝塔指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30247.XSHG	H300CNHB(人民币)	中证香港300内地高贝塔指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30248.XSHG	HK100EW(人民币)	中证香港100等权重指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30249.XSHG	HKCN50EW(人民币)	中证香港内地股等权重指数(人民币)	2013-10-15	0000-00-00	NA	NA	NA
H30250.XSHG	500能源	中证500能源指数	2013-11-06	0000-00-00	NA	有	有
H30251.XSHG	500原料	中证500原材料指数	2013-11-06	0000-00-00	有	有	有
H30252.XSHG	500工业	中证500工业指数	2013-11-06	0000-00-00	有	有	有
H30253.XSHG	500可选	中证500可选消费指数	2013-11-06	0000-00-00	NA	有	有
H30254.XSHG	500消费	中证500主要消费指数	2013-11-06	0000-00-00	NA	有	有
H30255.XSHG	500医药	中证500医药卫生指数	2013-11-06	0000-00-00	有	有	有
H30256.XSHG	500金地	中证500金融地产指数	2013-11-06	0000-00-00	NA	有	有
H30257.XSHG	500信息	中证500信息技术指数	2013-11-06	0000-00-00	有	有	有
H30258.XSHG	500电信	中证500电信业务指数	2013-11-06	0000-00-00	NA	有	有
H30259.XSHG	500公用	中证500公用事业指数	2013-11-06	0000-00-00	NA	有	有
H30260.XSHG	300动量	沪深300动量指数	2013-11-21	0000-00-00	NA	有	有
H30261.XSHG	300ERC	沪深300等风险加权指数	2013-11-21	0000-00-00	NA	有	有
H30262.XSHG	地产等权	沪深300地产等权重指数	2013-11-22	2015-05-18	NA	NA	NA
H30263.XSHG	腾讯济安	中证腾讯济安价值100A股指数	2013-11-18	0000-00-00	有	有	有
H30264.XSHG	稳健股基	中证稳健股票上市分级基金指数	2014-01-08	0000-00-00	有	有	有
H30265.XSHG	进取股基	中证进取股票上市分级基金指数	2014-01-08	0000-00-00	有	有	有
H30266.XSHG	进取债基	中证进取债券上市分级基金指数	2014-01-08	2017-12-08	NA	NA	NA
H30267.XSHG	高收益债ETFs(美元)	中证海外高收益债券ETF指数(美元)	2013-12-18	0000-00-00	NA	NA	NA
H30268.XSHG	高收益债ETFs(人民币)	中证海外高收益债券ETF指数(人民币)	2013-12-18	0000-00-00	NA	NA	NA
H30269.XSHG	红利低波	中证红利低波动指数	2013-12-19	0000-00-00	有	有	有
H30270.XSHG	红利价值	中证红利价值指数	2013-12-19	0000-00-00	NA	有	有
